"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE","CHARGE_REVOCKED","Actions","CHARGE_DATE"
"{AE0AEC0C-7F00-41B8-8BB5-35BC168829C1}","0B5154D0-9DB1-4394-92F2-8B42B23E13D7","2014/09/16","N","Yes","Compliance Inspection","","",""
"{6BE67B6A-87BB-4BF0-BA4F-35C31C21B12A}","2C47864F-38B0-419B-98BF-5C73F6D1F74E","2014/03/17","N","No","Re-inspection","","",""
"{07556C98-0062-4140-9CCB-35C348482052}","3470C29F-8559-4646-970C-FDD69A810427","2014/06/02","N","Yes","Compliance Inspection","","",""
"{DAFE3F2A-7817-4DAE-A6CD-35C4EEE258DA}","ED067A5F-C96B-4884-A148-2C58D7A96434","2014/01/29","N","Yes","Compliance Inspection","","",""
"{19A6F856-772E-4D1E-A09B-35CE05FBF956}","EF026807-B93D-463E-8F3C-D327ECE52BDA","2013/12/09","N","Yes","Compliance Inspection","","",""
"{8040928B-5150-4906-B001-35CEBA6970EE}","15F559E5-49BF-4060-83C2-0EB40F7A4B2F","2014/11/20","N","No","Compliance Inspection","","",""
"{3C27A7CE-08C2-4287-ABD3-35D660D84604}","A5B94D16-7BB4-478E-B13E-32E46AE23855","2015/06/04","N","Yes","Compliance Inspection","","",""
"{72B8A6E8-2C64-41B0-A0FA-35DB279A04B7}","8418CE34-412B-4A58-A30C-E52AE5AD38E1","2015/10/05","N","No","Compliance Inspection","","",""
"{591F6372-8696-4B6F-8167-35DC48D98457}","0B219C0C-AA84-4365-A04F-14493C90DBD1","2015/09/16","N","No","Compliance Inspection","","",""
"{614C56FF-82BF-4800-8F12-35E666DD975B}","176BB655-263F-41E2-B94C-290A76383501","2014/10/07","N","Yes","Compliance Inspection","","",""
"{E8E7384C-EAE1-4F92-9EEB-35E87648EE9E}","6E71460D-C651-49C2-ADA6-F94170E8C5C9","2015/03/09","N","No","Compliance Inspection","","",""
"{25230B62-346B-4EBA-A3F0-35EC8455C9E6}","ADBE2AF9-C33A-49A2-AAB6-AAB8C9BA9415","2014/05/21","N","Yes","Compliance Inspection","","",""
"{5B1223E7-2118-429E-A75C-35EE436B61E2}","E468C572-C402-4EDB-B8B8-9AF9295B19A9","2015/08/12","N","No","Re-inspection","","",""
"{F85D1DB4-FC53-4B7A-B0E3-35F17D7510E3}","7AB728E8-7956-4288-BB16-A3A17C489E40","2014/01/24","N","No","Compliance Inspection","","",""
"{61C70EF9-F403-4E3F-9B54-35F31711ED98}","A5C1AB8B-0854-4F47-94B6-AED2337A638C","2013/12/11","N","No","Compliance Inspection","","",""
"{C9E66A49-8974-47BC-A13C-35FAE94BCBD6}","7175B565-0B6C-4A20-9251-227CADD1F71E","2015/06/09","N","No","Compliance Inspection","","",""
"{F8B0C99D-7F37-4272-B9EB-35FEF0A780B6}","DD6C38B0-C22D-455C-84D0-3C0257CA6060","2015/10/29","N","Yes","Compliance Inspection","","",""
"{B9450761-74BF-4FC0-8D92-360073F125C4}","E1810B59-11F3-457F-AE0F-6BE98216568C","2015/06/05","N","No","Re-inspection","","",""
"{564AB5AC-C65E-41C4-B6EF-3602BDE18C0F}","130D99D5-8FAB-459F-B87D-EA365AF045A2","2014/08/07","N","Yes","Compliance Inspection","","",""
"{BA050CE9-C1A3-41E3-94F2-3604627F4E8B}","A2CEC60D-94CC-46A2-9300-D700C300A78A","2014/11/18","N","No","Compliance Inspection","","",""
"{00E8F1B7-2528-4BD9-99EC-3608CC33103D}","45ABD449-97D2-4FE8-AF06-851145D6C152","2014/01/30","N","No","Re-inspection","","",""
"{0C95F34C-B2C0-473C-92A2-360C35A72F10}","65B9D6FA-A03F-47DC-9B8D-D09A83492FD3","2014/11/26","N","No","Compliance Inspection","","",""
"{DDF7FDDB-5E59-4EFD-BBE8-360F1A907A23}","5613FBD9-9683-453F-82D6-EBDA9AB63075","2014/01/15","N","No","Compliance Inspection","","",""
"{AE906517-42B4-4870-9ADE-36166AF5AEBC}","5F1B861F-0272-4FC5-AE9D-87659758534A","2015/06/03","N","No","Compliance Inspection","","",""
"{82D66A56-BB08-4A42-8B6B-361734051382}","F6398DE6-4973-4B3D-8E8B-4E3E9869C894","2015/06/26","N","No","Compliance Inspection","","",""
"{696B52C0-E230-472D-B599-36191C7F5570}","E19C2206-9700-469F-9B8B-08D7C4088A0F","2014/02/27","N","No","Compliance Inspection","","",""
"{601ED82C-991A-4394-B914-3619C30D4F17}","5665B45A-24CC-47E3-A2D5-1B8471EA9E87","2015/05/29","N","No","Compliance Inspection","","",""
"{6504C75A-0CBE-4438-AA0F-362198BD5AFF}","59503971-E2F5-435D-B569-6E099B29E877","2015/03/30","Y","No","Compliance Inspection","","Re-inspection Required",""
"{4987EDB3-4397-4181-8337-362380C70BE4}","EB9038F7-A2FA-4257-AB6A-143DEFE92DEF","2015/10/20","N","No","Compliance Inspection","","",""
"{C4444787-ACEC-4A7A-8AEF-36246C2664B9}","6D8A4668-9281-4C5B-9BD8-0C5E8B794353","2015/10/30","N","No","Compliance Inspection","","",""
"{1D43CB7F-661E-4B7D-8C08-36397DFBA1A7}","0FA5FEA9-81A9-41E6-8155-8E0F199AFEDE","2014/06/11","N","No","Compliance Inspection","","",""
"{016A678D-282E-4B0C-9946-363DB08F4B7B}","67044D95-C717-4FBF-A7DD-62F1CEF493A8","2015/11/10","N","No","Compliance Inspection","","",""
"{022DEA03-424D-495E-9F82-363F7A3239DC}","D26219DE-7EF3-423C-8377-72095FB26078","2014/05/03","N","No","Compliance Inspection","","",""
"{2CE47F4A-A5F7-4495-A9FB-36429B73B841}","5E11B9E2-0563-4E61-B517-C80516C69ABF","2015/08/10","N","No","Compliance Inspection","","",""
"{C56AD3CC-8259-4286-AB21-364A3D00CE69}","D861470E-51B4-43BA-ADEA-07275FE3A839","2014/08/29","N","No","Compliance Inspection","","",""
"{FCC3BC45-F243-48DB-B0D3-364C1BC57D29}","456F76E0-E76C-400C-8BDC-5EDC4937F078","2015/09/22","N","No","Compliance Inspection","","",""
"{2618C4F1-F69A-4831-8A0A-364F4EC287DA}","799805E6-091D-4481-8E74-92A69A8B95F7","2014/03/21","N","No","Compliance Inspection","","",""
"{7535A61D-F9EA-4D1C-A8EA-36508973B69C}","FED2DF6B-31FA-4B9C-A556-5CC34F6C313E","2014/09/19","N","Yes","Compliance Inspection","","",""
"{1E50C8A7-9B71-417B-BA51-3654779492C5}","36835C81-9B14-4A36-83A8-A2812AB0B5E0","2013/12/31","N","No","Compliance Inspection","","",""
"{D9DF5A25-0520-4D7B-A597-365A6C5FCF2F}","484CB7D6-B6B3-4C91-A4CF-644AB0C332B6","2014/07/03","N","No","Compliance Inspection","","",""
"{23F02673-5E51-491C-B7DD-365BC437ADA4}","CE3378B1-CDD2-4657-9EF9-A57EF42B03AA","2015/02/06","N","Yes","Compliance Inspection","","",""
"{4BACD3D4-DBFE-40AB-AF6D-365D2DB16A33}","95B6D114-C9FA-4CCD-9999-CE8F4880E607","2014/05/02","N","No","Re-inspection","","",""
"{6F97DD03-3FAE-46CF-A233-365E967CAB7E}","64D0B561-7CBA-46EB-B3D1-93188B5B9F65","2014/12/04","N","Yes","Compliance Inspection","","",""
"{E2FF1D8C-52C0-4ABE-8B34-3660BF147494}","D4C73E95-C056-4C27-9F3B-8CF2CC803119","2014/08/29","N","No","Re-inspection","","",""
"{6D13F26E-F6A0-4837-8BD5-3664A571457D}","246A1B3B-3AD1-4FBC-B46E-5667453433D3","2013/12/09","N","Yes","Compliance Inspection","","",""
"{D2E2D453-9504-4405-BE59-36688161845A}","B0E01E8E-B3DB-4915-B611-9471ECDB7E5D","2013/11/22","N","No","Compliance Inspection","","",""
"{6BF5EA12-1438-4493-97B2-3671B8E0A662}","F2A6CBB2-7E13-4FC9-8C1F-72F4F7BDF840","2014/11/06","N","Yes","Compliance Inspection","","",""
"{CB19039C-3BF6-4FAF-B79D-367B4F595508}","BCC5CF92-0478-4D13-A191-97919A03F532","2015/10/20","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{C1B67A5F-D223-4BD0-A549-367C287BD721}","68FF9E8D-A504-4CF6-A298-8766D230706A","2015/05/11","N","No","Compliance Inspection","","",""
"{27D9A1E7-1968-4038-821C-367CEAA7E175}","AC6FBD61-27BB-4CAA-A6FD-0BDADB1E951E","2015/04/22","N","No","Compliance Inspection","","",""
"{8129719F-D06B-4059-85F2-36824CDA3CFC}","29AACA7E-18BF-4227-BBEE-36B6015145AD","2014/05/23","N","No","Compliance Inspection","","",""
"{B89C8247-C25F-417C-B009-368C7AA20C0C}","4729FF84-985E-4FB3-B945-93491AD5B703","2014/05/03","N","No","Compliance Inspection","","",""
"{9B035891-F7DF-4ED2-BCA8-368CC087B2FA}","CC52796A-5684-4455-A163-F0BCA2F13E0B","2015/06/18","N","No","Compliance Inspection","","",""
"{9134E89E-EDBE-4A88-AA29-368DF61C8CC6}","1ABF04B9-212D-42DF-A97E-D7E6DE9DD502","2013/12/02","N","No","Compliance Inspection","","",""
"{94FC81DC-B0C5-4A4A-A519-36938DEAF478}","F31F351F-E1E4-4882-A17B-F112E02308CE","2015/02/20","N","Yes","Compliance Inspection","","",""
"{0179EF5F-4E5A-4B10-8D7D-3694AFFE0ED2}","46C5F6FE-2E7A-4B0A-B4DE-E93DA0460171","2014/03/17","N","Yes","Compliance Inspection","","",""
"{BAA3DDAB-EA4A-4014-8B35-36988685DC1D}","82E1326C-C19A-4961-BCDD-6908A79F6DAF","2015/03/12","N","Yes","Compliance Inspection","","",""
"{2708ACED-3C2A-4481-9A82-3699C2432C2F}","37E8691F-5AFF-488D-BD67-A399D90B2386","2015/11/05","N","Yes","Compliance Inspection","","",""
"{98A115E4-013B-4A2B-B1CC-369A13C9573C}","E8098610-56C0-458A-BEC2-C3C5D794BCB1","2014/11/26","N","Yes","Compliance Inspection","","",""
"{9C0D311B-2F3D-417C-BAC2-36A2E80B4211}","252FA4E6-302B-4B06-90AF-6AAB95EE87C8","2015/09/28","N","No","Compliance Inspection","","",""
"{B0C06977-DA6F-45D3-81EC-36A5C3AC4597}","EF15ACA5-A39C-41D6-8B52-208F0CA9DBF9","2014/11/03","N","Yes","Compliance Inspection","","",""
"{4A314029-D9A2-4487-8E36-36A98CEC05B4}","E5A9E0B8-B771-4491-97F9-5C79526B8CE7","2013/11/13","N","No","Compliance Inspection","","",""
"{BE320687-E92B-4A12-9644-36ADB181E18D}","EC8DB448-438B-48FF-8A88-24B36140C2D0","2014/10/27","N","No","Compliance Inspection","","",""
"{4D164107-DA7D-46DE-8808-36B44764FF57}","F45FA857-FF2A-4613-A55F-A3CBFE6AEE87","2015/04/30","N","No","Compliance Inspection","","",""
"{81B3DBC7-04AC-45E9-A9FC-36B5ABA699BD}","A43F6438-30C1-46EF-9953-FF088B979F1B","2014/12/10","N","No","Compliance Inspection","","",""
"{569B007E-3E95-4D17-9A31-36B6A9D5923D}","31CF668C-0057-4AD9-BB20-F150FDD6C9C4","2015/03/16","N","No","Compliance Inspection","","",""
"{6100F229-6EFA-4839-BC46-36B8CD0E05E0}","1D0C3B19-876D-4714-9383-7C9862D94085","2015/01/20","N","Yes","Compliance Inspection","","",""
"{BBDB6959-4B4D-43BC-8CEC-36BF69ABA73C}","F07FB08F-C0B3-49C4-8C90-E793291DE32F","2015/09/29","N","No","Compliance Inspection","","",""
"{743A3EC6-17F3-4247-BF7B-36BF6A888DD5}","F9957D55-DC85-4F6A-A5E9-54710C57A8D7","2015/10/28","N","No","Compliance Inspection","","",""
"{212EEBE6-839B-4734-B770-36C2B28DF39F}","DAE6AE6E-8A92-4094-ADE7-7547E99DC5B5","2014/11/06","N","No","Compliance Inspection","","",""
"{D57F1012-D037-4165-B3C4-36C6F9E18CC9}","27734D8E-36FA-4245-B664-AF8155FCF4BE","2014/11/03","N","Yes","Compliance Inspection","","",""
"{4B33D78B-835A-4219-9A72-36D260BF72DA}","99A513D3-0CCB-41CB-B352-1C4CCC5767DE","2013/11/19","N","No","Compliance Inspection","","",""
"{0ABA6644-F24A-4119-8F5F-36D88969AC5E}","0CD68D43-16EE-4DCF-B83B-DB03AF6B2415","2013/12/11","N","No","Compliance Inspection","","",""
"{E2D6CABF-BFD9-45C2-AD87-36D9D2E28F40}","5A49A2E3-661B-4710-A089-57858949679A","2015/06/02","N","No","Re-inspection","","",""
"{538E4344-69C5-467D-95D4-36DBC9430F84}","66EF66DA-F7AF-4F21-918A-304704834FD6","2014/06/13","N","No","Compliance Inspection","","",""
"{11081973-22F5-4967-830C-36DC3F953C55}","01B49FBD-6F3C-4257-8E20-70FD397052E1","2015/02/26","N","Yes","Compliance Inspection","","",""
"{78FC319B-EE68-4298-B013-36DC696709A2}","2DB9C552-7CFF-48BB-8ABE-186B7A18FB30","2014/02/07","N","Yes","Compliance Inspection","","",""
"{26C7DAE7-911E-47F1-8EF6-36DD4B3226BC}","5625B751-7275-49FD-BB0E-CB6F5C84862C","2013/12/17","N","No","Compliance Inspection","","",""
"{13193DBF-3CF4-4D79-B46F-36E14FB14AD3}","CF63C668-8AF6-472A-ABC9-B61773CBFC7A","2015/08/06","N","No","Re-inspection","","",""
"{596C9EB4-4D2C-4C73-AD90-36E4D01B48B8}","65A8193D-E04B-4FE4-AA8F-5A8FE3381650","2015/04/28","N","Yes","Compliance Inspection","","",""
"{26C76FED-F7E5-42CB-B2E4-36E92862092A}","48F5AA2F-EEEF-4A11-9D1C-D6BD4F91583A","2013/11/27","N","No","Compliance Inspection","","",""
"{F4D98B3A-CC9B-40FC-965B-36F14938EC93}","E34AD630-9E84-450B-AE21-FADE7095B694","2013/12/16","N","No","Compliance Inspection","","",""
"{0C07D0F2-90A5-483C-9980-36F2395575D9}","D918FB35-DB2C-43C4-890B-4669B44D0B54","2014/05/30","N","No","Re-inspection","","",""
"{D338E009-6627-4047-9DD1-36F300979811}","81E3D5CA-63B4-4515-AE48-4D4DED6E592C","2015/02/25","N","Yes","Compliance Inspection","","",""
"{2725C819-5AB6-40D4-8C51-36F69803D50C}","905AF33A-E52D-4208-9509-8F670297CC4A","2014/10/30","N","Yes","Compliance Inspection","","",""
"{04BB46D5-7652-4107-8C65-36FDF7CDB9D1}","0EF7F60A-24B6-44D6-8BB5-9038318D2E65","2014/12/03","N","No","Compliance Inspection","","",""
"{374EADFB-F16A-483A-ADF7-36FF09AF062A}","0D90B1BA-9538-4A14-8CC3-C31566350B9F","2015/08/07","N","No","Compliance Inspection","","",""
"{FE0ACDC4-2378-4306-BD08-3703D53373DE}","DD6C38B0-C22D-455C-84D0-3C0257CA6060","2015/07/20","N","Yes","Compliance Inspection","","",""
"{B7D21F08-D6FF-4630-8696-37074C7BF137}","7A6C9923-0167-41DF-A4DC-4F299FC744E3","2014/03/11","N","No","Re-inspection","","",""
"{1D6117E9-F910-4FF3-99A1-370C1790865C}","44A0D666-0EA8-4B48-A8E6-403EC29BDF54","2014/05/20","N","Yes","Compliance Inspection","","",""
"{BE62980F-8DB1-469B-98A9-370E9A82DC97}","246A1B3B-3AD1-4FBC-B46E-5667453433D3","2015/07/27","N","Yes","Compliance Inspection","","",""
"{ABE9D7B7-6018-4B37-9938-371166DD3E2C}","E6E33414-459F-4EEA-AF61-42D65146CBF5","2015/07/17","N","Yes","Re-inspection","","",""
"{0F1D582C-7E97-43E3-B6ED-3712097DB9C2}","82143584-095F-4C7F-AFF2-368039617F1D","2014/10/04","N","No","Compliance Inspection","","",""
"{65D45867-35BE-4410-967C-37136FA2991B}","0D53A5DB-1FE2-4B4A-A97E-E5434A3378D1","2015/06/11","N","No","Re-inspection","","",""
"{C0246CF2-4CB8-4068-8EA2-371370315B8D}","5081F3DD-C2AA-405C-9BC0-AA86919EAF57","2015/11/13","N","Yes","Compliance Inspection","","",""
"{5C9AD908-A294-47E1-B7C6-371473F225EF}","8F5FD9E4-EB58-4968-98CA-D0D86D0E0CB0","2014/06/05","N","No","Compliance Inspection","","",""
"{267B1444-0964-4E15-BC83-37178F18A652}","DB5ADAA0-E1B8-472E-AB97-BC0635CF45C5","2014/02/18","N","Yes","Compliance Inspection","","",""
"{0BAF0A79-41FC-40D4-9591-371D244295D3}","3D808C5E-AAF1-44AA-8C08-84DBFA611655","2015/05/12","N","Yes","Compliance Inspection","","",""
"{83104C47-1DB8-4691-B578-371E9E0CC98A}","34E54248-2CBA-4D7C-88CA-C17F9AF182D6","2014/08/05","N","Yes","Compliance Inspection","","",""
"{6A6751BF-2C32-487E-BF1D-371F342C6FDF}","CD618525-7ED2-4DF0-838A-500F8B379558","2015/10/15","N","Yes","Compliance Inspection","","",""
"{FBAEDF83-40E8-4E34-9FEF-3728790D0411}","A74B41F0-70B2-423B-B711-1D50E1641F11","2015/05/07","N","No","Compliance Inspection","","",""
"{E5D533A2-A335-47F4-ADE1-3728E574F2E4}","E97FD0BC-2E3A-4CFE-9596-CBF6985334F3","2014/03/24","N","No","Compliance Inspection","","",""
"{3D72DAA1-492D-4EB3-8786-37326EF4E7CA}","D42DB786-0D89-4BB9-BF09-F850010BDF2D","2015/08/14","N","No","Compliance Inspection","","",""
"{29AA651B-C40D-409E-86C5-37327FC824E0}","AAA5B1A5-74E3-4DCA-86A9-94F5067A462D","2015/07/24","N","Yes","Compliance Inspection","","",""
"{32ED2CA2-8B17-4773-8CDA-3732B25BF0AE}","901992F0-5EC3-462F-AA8B-ED8496607AA2","2013/11/18","N","Yes","Compliance Inspection","","",""
"{0222C716-65EB-4A24-B34E-373E0E5149A4}","5957CF8C-DF87-47A9-9C7B-542D3D1B5EC4","2014/12/08","N","Yes","Compliance Inspection","","",""
"{B6564CA2-421B-4E34-B92D-373E789E98C9}","06A47D85-5757-457F-AC34-8CF19F5EF614","2014/03/12","N","Yes","Compliance Inspection","","",""
"{BC477BA6-70CF-43F1-B78E-374434A5499B}","7A7E0201-48E6-41FF-9779-D7081D7AABD9","2014/11/25","N","Yes","Compliance Inspection","","",""
"{2950DBD1-CFF8-4540-B065-374B3F4E8C62}","02C27073-CBDA-449D-B79C-AB3B36E59CCC","2014/11/15","N","No","Compliance Inspection","","",""
"{69D932B5-A5B7-4437-B912-374BA461E06C}","91480C01-CF7C-4771-802B-9C9D8B52798B","2015/05/25","N","No","Compliance Inspection","","",""
"{754804D2-6978-4D84-BBF8-374BCFE149E2}","905AF33A-E52D-4208-9509-8F670297CC4A","2014/06/18","N","No","Compliance Inspection","","",""
"{E13DF635-583A-454A-AB5E-374C68BD397C}","4C25CF1B-E423-4DE8-8DEC-4DF3B730C8CB","2014/11/13","N","No","Compliance Inspection","","",""
"{98380CC1-3303-4FAC-A427-37578B0AA986}","7AB728E8-7956-4288-BB16-A3A17C489E40","2015/07/09","N","No","Compliance Inspection","","",""
"{FDDAF476-971B-425F-BED8-375B451F09E1}","B3DB5E80-BC53-468F-928E-00A4B457438F","2015/06/23","N","No","Compliance Inspection","","",""
"{366E24DA-622C-48A7-B9FE-376101BF8F72}","4028B2B6-B61A-4E3F-B44F-0951CBF5C1B9","2014/11/06","N","No","Compliance Inspection","","",""
"{F6C67126-9A7E-4047-8FDD-376663DF71DF}","1B40CA19-C745-44EB-AFCF-4A82079850F9","2014/04/23","N","No","Compliance Inspection","","",""
"{2CC3DC95-314D-4B78-AFFE-3770D862090C}","26710268-3068-4FB8-BFFD-4140409F3B9E","2015/04/14","N","Yes","Compliance Inspection","","",""
"{877CA209-4307-4DAA-815B-3777970D926A}","2C8DFA00-F40E-4A21-B10A-98AB907BC7D5","2015/02/11","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{E7E50B43-552E-49F4-BA88-377C5EB81269}","B13105EA-87D6-47D4-A745-F5C19A18DC4F","2014/01/28","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{76946880-11A5-4592-8447-377E7ECF28D6}","03BE5365-9B09-4C83-B904-250DE00B8AC1","2015/08/10","N","Yes","Compliance Inspection","","",""
"{617AF157-E378-4A87-881D-377EDEEFED71}","BC66394F-69A4-4900-AC94-74056443FD34","2015/05/25","N","Yes","Compliance Inspection","","",""
"{0D205436-4A5D-4DF8-82B3-377FD1C722EF}","C2700319-8070-4E2B-B9AD-B7935C414A6E","2015/05/07","N","No","Compliance Inspection","","",""
"{0C556C83-AAA7-4344-B5B1-378245DD430E}","D2C18D4C-C8CF-4B62-AA01-16D5EAFE869F","2015/10/02","N","No","Compliance Inspection","","",""
"{AB0FC1D8-8161-4C32-9A81-378389F26551}","B2007B54-747F-4B3F-A62C-20CA67B78EE4","2015/04/30","N","Yes","Compliance Inspection","","",""
"{29C6AF76-C23D-4EB6-ACD6-37865429F491}","8027003D-5272-4ACE-9528-9CF22BA1BDDD","2014/01/17","N","No","Compliance Inspection","","",""
"{F6A89DF7-A698-4402-A0A9-378A655940D4}","5F054E24-43E8-4DAB-A744-E51B0BAD7DF7","2015/01/20","N","No","Compliance Inspection","","",""
"{24BE1BC1-6AA8-46A2-9720-378FA5810514}","B2CEDA21-9927-4B81-B1E0-AA2C6C899E68","2014/02/06","N","No","Compliance Inspection","","",""
"{4AA21ADD-083F-4052-BB7F-37908672362A}","09345A7F-A62D-4DE9-BA7E-DD82D20E3ABB","2013/11/13","N","No","Compliance Inspection","","",""
"{B0E0666D-5F2E-4E2F-AFAF-3793DA2E2B61}","3DC3B2FD-0304-49DB-A9DA-01250F8ED682","2015/03/27","N","No","Compliance Inspection","","",""
"{61CD814F-8C40-4DDB-9C61-3794DEF5710F}","D38A1219-B949-420D-B466-94C7532E7AB6","2015/09/29","N","Yes","Compliance Inspection","","",""
"{CF6958B6-8205-4796-9AA8-37981605BC37}","67FDB9B3-2EA3-495F-BFC7-B8D4D3A71E56","2015/03/23","N","No","Compliance Inspection","","",""
"{7E0D66F1-9DD1-4C48-9C8E-37A9C9B4EF8B}","02A73E52-494C-4485-B4D5-B0D0393F39D1","2014/06/09","N","No","Compliance Inspection","","",""
"{06CF6FC6-F66A-4056-B287-37AB3836B5CC}","7C90E39D-6AD7-4628-AE1E-7B1096A05BB3","2014/10/09","N","No","Compliance Inspection","","",""
"{44785838-01FA-4F5D-A0E4-37AC25974DAA}","AF64088A-8FE2-468E-A35B-C618E44EDA90","2013/12/11","N","No","Compliance Inspection","","",""
"{CB2F13E5-84FE-4612-A82D-37B1A36C0D95}","0BAD9C94-12F1-44B1-BA34-5A9C44966B27","2014/09/15","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{A0357325-919F-412F-8E4F-37B3F25D6F78}","C8817C50-92F3-4E45-9F2B-51543AA633D8","2015/05/05","N","Yes","Compliance Inspection","","",""
"{9A5F558E-D9CC-426E-9A7D-37BD755E0B88}","4276A0D3-837C-4D9F-B8A6-81896AEE95BD","2014/03/27","N","Yes","Compliance Inspection","","",""
"{496F2430-108F-4D46-82E8-37BDF249D38B}","5999C300-721D-4127-8E83-55991A5A434B","2015/01/13","Y","No","Compliance Inspection","","Re-inspection Required",""
"{EE4216BB-A3B8-4DCC-A9A7-37BE5B946BAC}","0219B0B0-FC30-4F84-A838-9612655356FE","2015/02/17","N","Yes","Compliance Inspection","","",""
"{4A9E3467-28B1-4BFE-9415-37BE64455BC0}","500B8E80-1D14-4435-B558-02F24870BAFE","2015/01/26","N","No","Compliance Inspection","","",""
"{AF7443E2-48A2-45E7-8ACD-37C0A8DF1A84}","9910D864-B9D0-404F-BB2B-6017B2AFEA87","2014/08/28","N","Yes","Compliance Inspection","","",""
"{8761DAB6-AC09-4B8D-A38C-37D1433FAC3E}","F11D8163-B96D-45D9-B58C-E6AD94D4D54D","2014/12/10","N","Yes","Compliance Inspection","","",""
"{9AF3CFB6-2F41-4893-8107-37D7BCC58BD6}","0339E29A-BF1E-4787-AD55-85E5ACE8642F","2014/04/10","N","Yes","Compliance Inspection","","",""
"{E64285EB-F9FC-479F-9CEB-37DA9A438FF4}","E43EBC10-E675-4200-8C66-20A3EC119696","2014/02/10","N","Yes","Compliance Inspection","","",""
"{41F4436B-5D6D-4DFE-A737-37E0B9F97AE9}","9A48FA5F-10ED-41B0-A17B-31639CBF8D76","2014/03/06","N","No","Compliance Inspection","","",""
"{99B670B1-DCAE-479D-95D3-37E0D2E8F473}","4385F274-80EE-472B-9390-CF2E130C06D4","2015/03/03","N","Yes","Compliance Inspection","","",""
"{3CC8E83C-8952-483F-8F44-37E298993451}","6699621D-5892-49F9-8983-6798F1FAF031","2015/03/24","N","Yes","Compliance Inspection","","",""
"{D8E3799B-EDD9-4835-90E0-37E2F03D189C}","4763FF0D-8E4B-41C5-99BD-DD4121F84E0A","2014/12/10","N","No","Compliance Inspection","","",""
"{FA8865B4-C7CE-407F-8526-37EC1E4D98D4}","C097FD69-30DD-4B43-8773-2B1DC4A4BE56","2015/08/04","N","Yes","Compliance Inspection","","",""
"{600E2D18-8A36-4BEB-A592-37F894F127C0}","63BF7B71-29CE-47F2-B789-C5E8E12BA6A5","2015/10/06","N","Yes","Re-inspection","","",""
"{57631DFC-775E-4091-853F-3802E162CAC3}","55ECBB36-4133-4DF5-94E6-1F7029E59027","2015/02/27","N","Yes","Compliance Inspection","","",""
"{E776E9CE-00DC-4B71-BB9F-380F54EA8C89}","C682A7E3-4A9F-44A0-9FB8-CE10C31E72FE","2014/08/06","N","Yes","Compliance Inspection","","",""
"{E69C6083-D786-4C27-9DC5-3811E538B591}","0ECDE821-6374-44E1-AFDA-B76E8CA593F6","2015/07/31","N","No","Compliance Inspection","","",""
"{9A3ECD6D-CC1E-41BC-8D2D-381FD38CDCC2}","35AD139E-C782-4593-A81D-9B72711C02A7","2014/03/10","N","No","Compliance Inspection","","",""
"{97409798-73A9-4DAC-9638-38232FB3CF9A}","CA87716D-A281-406B-91C2-EF1CC5845B98","2015/04/01","N","No","Re-inspection","","",""
"{158EDAAA-A1F9-4D98-AA11-38284B5A55E4}","68A314EF-C32E-4BCB-85B8-84BAE4DE4F5B","2015/11/09","N","No","Compliance Inspection","","",""
"{35552E72-8F71-40D4-A810-3828A3A80F83}","2DB9C552-7CFF-48BB-8ABE-186B7A18FB30","2014/08/13","Y","No","Compliance Inspection","","Re-inspection Required",""
"{C0C7223B-C753-4610-B432-38335E998A9B}","883A00EA-EC4F-4C97-9234-D9347751EA34","2014/01/20","Y","No","Compliance Inspection","","Re-inspection Required",""
"{B0FE3F9A-42ED-4E83-9F1B-3834DF081E93}","7BABC8E3-5620-46AD-B8BB-ED0E0B9E9994","2014/02/18","N","Yes","Compliance Inspection","","",""
"{0411671D-0133-45E6-991C-38357A16682B}","7400E71F-428E-4B8D-8E78-A25545CEADCB","2014/12/08","N","No","Compliance Inspection","","",""
"{73EE765A-245C-4C2E-9E34-383B4870E501}","BDCB9472-38E4-4157-B0A5-5EB40592D3D7","2015/05/01","N","Yes","Compliance Inspection","","",""
"{9D615E17-E6EE-44FF-818B-383C200F0E06}","15B84374-79DB-4AE3-B79D-ECA280B8A67F","2015/02/06","N","Yes","Compliance Inspection","","",""
"{26C69455-79F7-4C4D-9B40-383D8FED0087}","C2C101C3-D2DD-4B5B-A9A7-7D18A5272D68","2014/05/09","N","No","Compliance Inspection","","",""
"{71829FE1-9068-400B-8C3E-38427A19D120}","7E716B37-56DB-40A6-A07F-3A9118CB8EB0","2015/06/05","N","No","Re-inspection","","",""
"{8EBB55D1-05A2-485F-BA6E-3845B193D01F}","6A82D8EB-30E2-46C5-8BDD-63A7B88BB3EE","2014/08/19","N","Yes","Compliance Inspection","","",""
"{07E14030-0A88-43EF-A6D5-3846FADA5C6B}","A33E2A72-D002-4445-BAE3-4254098E5CDC","2015/09/01","Y","No","Compliance Inspection","","Re-inspection Required",""
"{79499A9A-C934-41FA-A764-38539A1F8291}","5429B2D2-766D-4C2B-B46B-19461454705B","2015/03/09","N","No","Compliance Inspection","","",""
